time,frequency,confidence
11.620,46.249,0.562
11.630,46.546,0.565
11.640,49.695,0.568
11.650,49.001,0.571
11.660,48.999,0.574
11.670,48.999,0.577
11.680,49.952,0.579
11.690,49.948,0.582
11.700,49.936,0.584
11.710,50.912,0.586
11.720,228.637,0.587
11.730,228.637,0.589
11.740,228.637,0.590
11.750,228.637,0.610
11.760,233.082,0.668
11.770,236.917,0.718
11.780,242.132,0.760
11.790,242.145,0.794
11.800,242.233,0.822
11.810,242.233,0.845
11.820,242.233,0.863
11.830,242.233,0.878
11.840,242.233,0.889
11.850,242.233,0.898
11.860,242.233,0.904
11.870,242.233,0.908
11.880,242.233,0.910
11.890,242.233,0.911
11.900,242.233,0.910
11.910,242.233,0.906
11.920,242.233,0.900
11.930,242.233,0.890
11.940,242.233,0.891
11.950,242.233,0.896
11.960,242.233,0.899
11.970,237.613,0.900
11.980,237.613,0.901
11.990,237.613,0.902
12.000,233.082,0.904
12.010,233.082,0.905
12.020,237.613,0.907
12.030,237.613,0.910
12.040,237.613,0.911
12.050,237.613,0.911
12.060,237.612,0.928
12.070,233.082,0.939
12.080,233.082,0.933
12.090,233.082,0.916
12.100,233.082,0.903
12.110,228.637,0.898
12.120,228.637,0.894
12.130,228.637,0.903
12.140,224.277,0.907
12.150,224.277,0.904
12.160,220.000,0.910
12.170,220.000,0.918
12.180,220.000,0.921
12.190,215.805,0.919
12.200,215.805,0.914
12.210,215.805,0.916
12.220,215.805,0.914
12.230,215.805,0.916
12.240,211.689,0.937
12.250,211.689,0.946
12.260,207.652,0.939
12.270,207.652,0.938
12.280,203.728,0.930
12.290,203.692,0.907
12.300,203.692,0.903
12.310,203.692,0.891
12.320,203.692,0.898
12.330,203.692,0.860
12.340,203.692,0.830
12.350,203.692,0.814
12.360,207.652,0.795
12.370,207.652,0.775
12.380,237.613,0.777
12.390,242.233,0.785
12.400,242.233,0.781
12.410,242.233,0.738
12.420,317.175,0.717
12.430,211.689,0.724
12.440,210.377,0.736
12.450,207.652,0.751
12.460,207.652,0.780
12.470,207.652,0.801
12.480,203.692,0.817
12.490,199.808,0.829
12.500,199.808,0.837
12.510,199.808,0.842
12.520,195.998,0.844
12.530,199.808,0.846
12.540,195.998,0.845
12.550,195.998,0.840
12.560,192.260,0.835
12.570,188.594,0.821
12.580,188.594,0.806
12.590,188.594,0.786
12.600,188.594,0.763
12.610,188.594,0.759
12.620,146.832,0.772
12.630,146.832,0.784
12.640,146.832,0.799
12.650,146.832,0.812
12.660,145.441,0.822
12.670,144.032,0.831
12.680,144.032,0.843
12.690,144.032,0.854
12.700,144.032,0.858
12.710,141.286,0.869
12.720,141.286,0.869
12.730,141.286,0.860
12.740,143.758,0.845
12.750,144.032,0.840
12.760,144.032,0.835
12.770,144.032,0.827
12.780,144.032,0.818
12.790,144.032,0.807
12.800,144.038,0.794
12.810,144.032,0.780
12.820,199.808,0.764
12.830,199.808,0.757
12.840,168.018,0.782
12.850,168.018,0.804
12.860,168.018,0.823
12.870,171.284,0.840
12.880,171.284,0.854
12.890,168.018,0.867
12.900,168.018,0.877
12.910,168.018,0.885
12.920,168.018,0.891
12.930,168.018,0.894
12.940,168.018,0.896
12.950,168.018,0.896
12.960,168.018,0.893
12.970,168.018,0.888
12.980,168.018,0.881
12.990,168.018,0.872
13.000,168.018,0.861
13.010,168.018,0.846
13.020,168.018,0.830
13.030,168.018,0.811
13.040,168.017,0.789
13.050,164.814,0.768
13.060,164.814,0.744
13.070,164.814,0.762
13.080,215.805,0.802
13.090,220.000,0.836
13.100,220.000,0.865
13.110,220.000,0.889
13.120,220.000,0.910
13.130,224.270,0.926
13.140,220.000,0.940
13.150,220.000,0.949
13.160,220.000,0.955
13.170,220.000,0.957
13.180,220.000,0.954
13.190,220.000,0.947
13.200,220.000,0.947
13.210,215.805,0.951
13.220,215.805,0.952
13.230,215.805,0.951
13.240,211.689,0.948
13.250,211.689,0.945
13.260,211.689,0.943
13.270,211.689,0.941
13.280,211.741,0.941
13.290,215.805,0.942
13.300,215.805,0.943
13.310,215.805,0.943
13.320,215.805,0.942
13.330,215.805,0.940
13.340,220.000,0.937
13.350,220.000,0.934
13.360,220.000,0.933
13.370,220.000,0.934
13.380,220.000,0.933
13.390,215.805,0.932
13.400,215.805,0.932
13.410,215.805,0.931
13.420,215.805,0.930
13.430,215.805,0.931
13.440,215.805,0.933
13.450,220.000,0.937
13.460,220.000,0.940
13.470,220.000,0.944
13.480,220.000,0.948
13.490,220.000,0.951
13.500,220.000,0.953
13.510,220.000,0.954
13.520,220.000,0.955
13.530,220.000,0.955
13.540,220.000,0.953
13.550,220.000,0.951
13.560,220.000,0.948
13.570,220.000,0.945
13.580,220.000,0.946
13.590,215.805,0.947
13.600,215.805,0.947
13.610,215.805,0.945
13.620,215.805,0.942
13.630,215.805,0.936
13.640,215.805,0.939
13.650,220.000,0.942
13.660,220.000,0.944
13.670,219.996,0.946
13.680,219.972,0.945
13.690,220.000,0.944
13.700,220.000,0.940
13.710,220.000,0.935
13.720,220.000,0.929
13.730,220.000,0.920
13.740,224.277,0.909
13.750,224.277,0.897
13.760,224.277,0.882
13.770,224.080,0.863
13.780,220.000,0.841
13.790,215.805,0.813
13.800,211.721,0.784
13.810,211.689,0.758
13.820,203.694,0.738
13.830,215.305,0.716
13.840,211.082,0.693
13.850,211.689,0.670
13.860,215.471,0.649
13.870,211.689,0.630
13.880,215.805,0.614
13.890,219.993,0.611
13.900,220.000,0.616
13.910,55.000,0.616
13.920,55.000,0.615
13.930,220.000,0.614
13.940,220.000,0.612
13.950,220.000,0.610
13.960,215.805,0.607
13.970,215.805,0.604
13.980,215.805,0.600
13.990,215.805,0.595
14.000,215.805,0.590
14.010,215.805,0.585
14.020,220.000,0.581
14.030,220.000,0.576
14.040,220.000,0.571
14.050,220.000,0.566
14.060,220.000,0.560
14.070,220.000,0.552
14.080,220.000,0.542
14.090,220.000,0.528
14.100,223.830,0.528
14.110,220.000,0.530
14.120,223.982,0.531
14.130,54.194,0.532
14.140,53.948,0.533
14.150,53.951,0.534
14.160,53.146,0.535
14.170,52.922,0.536
14.180,53.950,0.537
14.190,54.655,0.538
14.200,55.000,0.539
14.210,55.000,0.540
14.220,55.000,0.541
14.230,55.000,0.542
14.240,55.000,0.543
14.250,53.999,0.544
14.260,53.951,0.545
14.270,53.982,0.546
14.280,53.993,0.547
14.290,54.053,0.548
14.300,53.951,0.550
14.310,53.951,0.551
14.320,53.950,0.552
14.330,53.949,0.553
14.340,53.265,0.554
14.350,53.117,0.555
14.360,53.951,0.557
14.370,53.951,0.558
14.380,54.350,0.559
14.390,54.953,0.560
14.400,55.000,0.561
14.410,55.000,0.562
14.420,55.000,0.562
14.430,55.000,0.563
14.440,55.000,0.564
14.450,55.000,0.564
14.460,55.000,0.565
14.470,55.000,0.565
14.480,55.000,0.565
14.490,55.000,0.565
14.500,55.000,0.565
14.510,55.000,0.565
14.520,55.000,0.565
14.530,56.069,0.564
14.540,56.069,0.564
14.550,56.069,0.563
14.560,56.069,0.563
14.570,219.241,0.562
14.580,219.998,0.561
14.590,207.343,0.560
14.600,203.750,0.559
14.610,195.998,0.558
14.620,188.732,0.557
14.630,195.998,0.556
14.640,195.998,0.555
14.650,57.282,0.554
14.660,187.984,0.553
14.670,188.652,0.552
14.680,60.540,0.551
14.690,60.558,0.550
14.700,59.416,0.549
14.710,59.403,0.548
14.720,59.403,0.547
14.730,59.403,0.545
14.740,55.000,0.544
14.750,54.996,0.543
14.760,55.461,0.542
14.770,55.000,0.540
14.780,55.001,0.538
14.790,56.062,0.537
14.800,55.000,0.535
14.810,55.000,0.533
14.820,55.000,0.532
14.830,55.000,0.530
14.840,55.000,0.527
14.850,54.995,0.525
14.860,56.072,0.523
14.870,46.249,0.520
14.880,46.249,0.517
14.890,135.948,0.514
14.900,135.950,0.511
14.910,138.622,0.516
14.920,138.591,0.558
14.930,138.586,0.598
14.940,141.191,0.634
14.950,138.593,0.667
14.960,149.687,0.696
14.970,146.832,0.722
14.980,138.591,0.746
14.990,138.591,0.767
15.000,138.592,0.785
15.010,141.286,0.801
15.020,141.286,0.815
15.030,141.286,0.827
15.040,138.591,0.840
15.050,138.591,0.867
15.060,138.591,0.879
15.070,138.591,0.889
15.080,138.591,0.886
15.090,138.591,0.878
15.100,138.591,0.882
15.110,141.286,0.883
15.120,141.286,0.884
15.130,141.286,0.883
15.140,141.286,0.880
15.150,144.032,0.876
15.160,144.032,0.870
15.170,144.032,0.863
15.180,144.032,0.854
15.190,144.032,0.857
15.200,146.832,0.847
15.210,146.832,0.823
15.220,149.687,0.837
15.230,152.597,0.862
15.240,152.597,0.886
15.250,155.563,0.897
15.260,155.563,0.895
15.270,155.563,0.885
15.280,155.563,0.869
15.290,152.597,0.874
15.300,152.597,0.875
15.310,152.597,0.870
15.320,152.597,0.859
15.330,152.597,0.839
15.340,155.563,0.818
15.350,155.563,0.806
15.360,155.563,0.793
15.370,155.563,0.778
15.380,155.557,0.761
15.390,152.597,0.741
15.400,184.997,0.729
15.410,185.691,0.756
15.420,184.997,0.780
15.430,187.880,0.799
15.440,184.997,0.825
15.450,184.997,0.864
15.460,188.594,0.890
15.470,188.594,0.903
15.480,184.997,0.904
15.490,184.997,0.892
15.500,181.469,0.870
15.510,181.469,0.872
15.520,181.469,0.872
15.530,181.469,0.870
15.540,181.469,0.873
15.550,178.009,0.874
15.560,178.009,0.874
15.570,178.009,0.870
15.580,178.009,0.864
15.590,181.469,0.855
15.600,178.017,0.843
15.610,183.763,0.829
15.620,184.997,0.812
15.630,224.278,0.793
15.640,224.277,0.770
15.650,220.000,0.764
15.660,224.233,0.798
15.670,222.320,0.828
15.680,220.008,0.854
15.690,224.277,0.875
15.700,224.277,0.892
15.710,224.277,0.905
15.720,224.277,0.913
15.730,220.000,0.916
15.740,220.000,0.926
15.750,215.805,0.932
15.760,215.805,0.934
15.770,215.805,0.932
15.780,215.805,0.925
15.790,211.689,0.935
15.800,211.689,0.942
15.810,211.689,0.946
15.820,207.652,0.946
15.830,207.652,0.943
15.840,207.652,0.938
15.850,211.689,0.928
15.860,211.689,0.915
15.870,211.689,0.906
15.880,215.805,0.915
15.890,215.805,0.921
15.900,220.000,0.923
15.910,220.000,0.924
15.920,220.000,0.930
15.930,220.000,0.931
15.940,220.000,0.927
15.950,220.000,0.921
15.960,220.000,0.921
15.970,215.805,0.920
15.980,215.805,0.917
15.990,215.805,0.911
16.000,215.805,0.904
16.010,215.805,0.903
16.020,215.131,0.909
16.030,211.689,0.911
16.040,214.434,0.912
16.050,215.805,0.911
16.060,215.805,0.908
16.070,211.690,0.905
16.080,211.689,0.900
16.090,211.689,0.895
16.100,211.689,0.888
16.110,211.689,0.880
16.120,211.689,0.870
16.130,211.689,0.857
16.140,211.689,0.842
16.150,211.689,0.824
16.160,211.675,0.802
16.170,211.689,0.777
16.180,211.689,0.748
16.190,211.657,0.715
16.200,211.689,0.676
16.210,215.799,0.637
16.220,215.805,0.591
16.230,215.805,0.542
16.240,215.804,0.490
16.250,219.994,0.434
16.260,168.018,0.394
16.270,168.018,0.388
16.280,168.018,0.387
16.290,168.018,0.413
16.300,168.018,0.443
16.310,164.814,0.467
16.320,215.803,0.485
16.330,215.805,0.500
16.340,219.990,0.515
16.350,211.689,0.527
16.360,171.249,0.534
16.370,171.284,0.538
16.380,171.284,0.539
16.390,168.034,0.537
16.400,171.283,0.531
16.410,171.284,0.521
16.420,199.808,0.508
16.430,199.808,0.491
16.440,203.686,0.470
16.450,211.689,0.444
16.460,215.805,0.411
16.470,168.057,0.370
16.480,168.018,0.319
16.490,161.417,0.257
16.500,155.564,0.237
16.510,155.564,0.239
16.520,50.923,0.244
16.530,50.923,0.249
16.540,50.923,0.254
16.550,50.923,0.259
16.560,146.832,0.264
16.570,146.832,0.270
16.580,149.666,0.271
16.590,146.832,0.280
16.600,149.687,0.318
16.610,407.385,0.350
16.620,399.620,0.418
16.630,399.616,0.457
16.640,399.616,0.448
16.650,393.983,0.404
16.660,144.032,0.393
16.670,144.032,0.437
16.680,146.832,0.484
16.690,146.910,0.538
16.700,144.695,0.586
16.710,146.832,0.628
16.720,146.832,0.667
16.730,146.832,0.701
16.740,141.286,0.730
16.750,141.286,0.754
16.760,144.032,0.774
16.770,144.032,0.792
16.780,144.032,0.808
16.790,144.032,0.822
16.800,144.032,0.832
16.810,144.033,0.840
16.820,144.032,0.846
16.830,144.032,0.855
16.840,146.832,0.863
16.850,146.832,0.868
16.860,146.832,0.872
16.870,146.944,0.875
16.880,149.687,0.875
16.890,152.597,0.874
16.900,152.597,0.871
16.910,155.446,0.867
16.920,152.597,0.861
16.930,152.597,0.853
16.940,138.591,0.851
16.950,138.591,0.847
16.960,138.591,0.842
16.970,138.591,0.836
16.980,141.286,0.830
16.990,141.286,0.823
17.000,144.032,0.815
17.010,146.832,0.813
17.020,174.613,0.831
17.030,174.614,0.845
17.040,174.614,0.857
17.050,178.009,0.867
17.060,174.614,0.874
17.070,174.614,0.879
17.080,171.284,0.881
17.090,171.284,0.880
17.100,171.284,0.877
17.110,174.614,0.873
17.120,174.614,0.866
17.130,174.614,0.857
17.140,174.614,0.846
17.150,175.811,0.834
17.160,178.009,0.820
17.170,181.469,0.805
17.180,181.469,0.789
17.190,181.469,0.772
17.200,187.021,0.760
17.210,199.818,0.789
17.220,215.805,0.814
17.230,211.675,0.836
17.240,207.654,0.856
17.250,207.652,0.872
17.260,207.652,0.885
17.270,207.652,0.895
17.280,207.652,0.901
17.290,203.692,0.904
17.300,203.692,0.904
17.310,203.692,0.901
17.320,203.692,0.896
17.330,203.692,0.898
17.340,203.692,0.898
17.350,203.098,0.894
17.360,199.808,0.887
17.370,199.808,0.877
17.380,195.998,0.863
17.390,195.998,0.846
17.400,195.998,0.831
17.410,195.998,0.811
17.420,195.998,0.786
17.430,195.998,0.756
17.440,199.808,0.721
17.450,228.637,0.737
17.460,246.942,0.783
17.470,246.942,0.821
17.480,246.942,0.854
17.490,246.942,0.882
17.500,251.742,0.905
17.510,251.742,0.925
17.520,251.742,0.941
17.530,251.742,0.953
17.540,251.742,0.961
17.550,251.742,0.966
17.560,251.742,0.968
17.570,251.742,0.966
17.580,251.742,0.962
17.590,246.942,0.959
17.600,246.942,0.961
17.610,246.942,0.959
17.620,246.942,0.952
17.630,246.942,0.946
17.640,251.742,0.947
17.650,251.742,0.946
17.660,251.742,0.942
17.670,251.742,0.935
17.680,253.099,0.930
17.690,256.636,0.940
17.700,256.636,0.945
17.710,256.636,0.947
17.720,256.636,0.946
17.730,256.636,0.944
17.740,256.636,0.939
17.750,256.636,0.935
17.760,251.742,0.930
17.770,251.742,0.927
17.780,251.742,0.926
17.790,251.742,0.926
17.800,256.636,0.928
17.810,256.636,0.931
17.820,256.636,0.933
17.830,256.636,0.934
17.840,256.636,0.933
17.850,256.636,0.929
17.860,256.636,0.922
17.870,256.636,0.912
17.880,255.769,0.899
17.890,251.742,0.887
17.900,251.742,0.881
17.910,250.757,0.871
17.920,246.942,0.855
17.930,242.235,0.834
17.940,237.613,0.807
17.950,237.613,0.785
17.960,233.082,0.755
17.970,233.081,0.719
17.980,233.082,0.675
17.990,237.613,0.632
18.000,242.113,0.597
18.010,246.942,0.562
18.020,246.942,0.526
18.030,246.942,0.504
18.040,246.942,0.514
18.050,246.942,0.518
18.060,246.942,0.523
18.070,246.735,0.531
18.080,242.233,0.541
18.090,251.742,0.552
18.100,251.602,0.555
18.110,246.942,0.557
18.120,251.651,0.556
18.130,246.942,0.560
18.140,251.742,0.566
18.150,251.742,0.567
18.160,251.986,0.564
18.170,251.742,0.557
18.180,384.520,0.546
18.190,256.636,0.533
18.200,261.626,0.519
18.210,261.626,0.505
18.220,261.626,0.494
18.230,261.675,0.482
18.240,261.626,0.469
18.250,256.636,0.452
18.260,256.636,0.433
18.270,256.636,0.411
18.280,123.471,0.392
18.290,121.117,0.368
18.300,118.807,0.338
18.310,233.082,0.321
18.320,228.637,0.373
18.330,228.637,0.359
18.340,224.277,0.345
18.350,220.000,0.346
18.360,288.065,0.360
18.370,293.665,0.363
18.380,288.065,0.362
18.390,288.065,0.354
18.400,288.065,0.326
18.410,282.572,0.297
18.420,288.065,0.302
18.430,288.060,0.279
18.440,288.051,0.286
18.450,282.571,0.294
18.460,55.000,0.301
18.470,55.000,0.308
18.480,146.832,0.315
18.490,53.951,0.322
18.500,49.952,0.329
18.510,49.952,0.336
18.520,261.634,0.343
18.530,261.626,0.350
18.540,261.626,0.356
18.550,261.626,0.362
18.560,261.626,0.367
18.570,128.318,0.373
18.580,128.313,0.401
18.590,125.931,0.453
18.600,130.637,0.502
18.610,128.496,0.545
18.620,130.786,0.583
18.630,125.856,0.617
18.640,125.871,0.647
18.650,125.871,0.675
18.660,123.471,0.701
18.670,125.871,0.724
18.680,121.137,0.744
18.690,121.120,0.763
18.700,123.474,0.779
18.710,125.768,0.793
18.720,123.471,0.805
18.730,123.471,0.815
18.740,123.503,0.824
18.750,123.471,0.840
18.760,123.471,0.861
18.770,123.471,0.871
18.780,123.471,0.869
18.790,125.871,0.855
18.800,125.871,0.848
18.810,125.871,0.847
18.820,128.318,0.845
18.830,128.318,0.841
18.840,128.318,0.836
18.850,128.318,0.830
18.860,128.318,0.824
18.870,128.318,0.822
18.880,127.673,0.818
18.890,127.043,0.813
18.900,128.219,0.808
18.910,125.871,0.800
18.920,125.871,0.792
18.930,123.471,0.781
18.940,123.471,0.787
18.950,121.116,0.795
18.960,121.116,0.802
18.970,118.807,0.808
18.980,118.807,0.813
18.990,118.807,0.817
19.000,118.807,0.821
19.010,118.807,0.823
19.020,118.807,0.823
19.030,118.807,0.823
19.040,118.807,0.820
19.050,118.807,0.816
19.060,118.807,0.811
19.070,118.807,0.804
19.080,118.807,0.795
19.090,118.807,0.785
19.100,118.807,0.774
19.110,119.368,0.769
19.120,141.286,0.786
19.130,141.286,0.801
19.140,144.032,0.815
19.150,144.032,0.826
19.160,144.032,0.836
19.170,141.415,0.844
19.180,141.286,0.850
19.190,141.286,0.854
19.200,141.286,0.859
19.210,141.286,0.866
19.220,141.286,0.872
19.230,141.286,0.877
19.240,141.286,0.881
19.250,141.286,0.882
19.260,144.032,0.882
19.270,144.032,0.881
19.280,144.032,0.877
19.290,144.032,0.872
19.300,144.032,0.865
19.310,144.032,0.859
19.320,144.032,0.860
19.330,144.039,0.859
19.340,146.832,0.855
19.350,146.832,0.849
19.360,149.679,0.855
19.370,149.687,0.865
19.380,152.597,0.872
19.390,152.597,0.878
19.400,152.597,0.882
19.410,152.597,0.884
19.420,152.597,0.885
19.430,149.689,0.883
19.440,149.687,0.880
19.450,149.687,0.875
19.460,149.687,0.868
19.470,146.832,0.868
19.480,146.832,0.875
19.490,146.832,0.882
19.500,146.832,0.886
19.510,146.832,0.890
19.520,146.832,0.892
19.530,144.032,0.892
19.540,144.032,0.892
19.550,144.032,0.890
19.560,144.032,0.888
19.570,144.032,0.885
19.580,146.832,0.881
19.590,146.832,0.876
19.600,146.832,0.870
19.610,149.532,0.863
19.620,149.687,0.856
19.630,149.687,0.847
19.640,149.687,0.846
19.650,149.687,0.844
19.660,149.687,0.839
19.670,149.687,0.831
19.680,149.687,0.821
19.690,149.687,0.808
19.700,149.687,0.791
19.710,149.687,0.773
19.720,149.687,0.764
19.730,149.687,0.753
19.740,149.687,0.742
19.750,152.601,0.732
19.760,152.597,0.729
19.770,152.597,0.745
19.780,158.586,0.763
19.790,155.653,0.780
19.800,158.588,0.796
19.810,158.588,0.811
19.820,158.588,0.824
19.830,158.588,0.835
19.840,158.588,0.843
19.850,158.588,0.849
19.860,158.588,0.853
19.870,158.588,0.857
19.880,158.588,0.859
19.890,158.588,0.859
19.900,155.563,0.859
19.910,155.563,0.857
19.920,155.563,0.855
19.930,155.563,0.851
19.940,153.106,0.846
19.950,152.579,0.839
19.960,144.032,0.831
19.970,141.286,0.828
19.980,138.591,0.830
19.990,141.285,0.830
20.000,141.286,0.829
20.010,144.032,0.826
20.020,146.832,0.829
20.030,149.687,0.837
20.040,161.671,0.844
20.050,164.814,0.848
20.060,164.814,0.851
20.070,162.111,0.852
20.080,161.671,0.851
20.090,158.588,0.847
20.100,158.588,0.841
20.110,155.563,0.838
20.120,155.563,0.842
20.130,155.563,0.852
20.140,155.563,0.863
20.150,152.597,0.872
20.160,152.597,0.879
20.170,152.597,0.883
20.180,152.597,0.885
20.190,152.597,0.885
20.200,152.597,0.883
20.210,152.597,0.879
20.220,152.597,0.874
20.230,152.597,0.866
20.240,152.597,0.858
20.250,155.563,0.856
20.260,155.563,0.858
20.270,155.563,0.858
20.280,155.563,0.856
20.290,155.563,0.852
20.300,155.563,0.846
20.310,155.563,0.838
20.320,155.563,0.828
20.330,155.563,0.816
20.340,155.563,0.802
20.350,155.564,0.787
20.360,155.563,0.769
20.370,154.801,0.750
20.380,152.597,0.730
20.390,155.518,0.708
20.400,158.598,0.705
20.410,161.671,0.737
20.420,181.469,0.765
20.430,184.994,0.788
20.440,181.469,0.809
20.450,181.469,0.825
20.460,181.469,0.839
20.470,181.469,0.850
20.480,181.469,0.857
20.490,181.469,0.861
20.500,178.009,0.863
20.510,178.009,0.862
20.520,178.009,0.860
20.530,174.614,0.859
20.540,174.614,0.854
20.550,174.614,0.848
20.560,171.284,0.838
20.570,171.284,0.825
20.580,171.284,0.810
20.590,168.314,0.791
20.600,168.018,0.773
20.610,168.018,0.752
20.620,167.992,0.735
20.630,168.018,0.723
20.640,171.284,0.706
20.650,171.284,0.686
20.660,181.391,0.689
20.670,178.009,0.720
20.680,177.968,0.747
20.690,178.009,0.769
20.700,181.469,0.786
20.710,181.469,0.805
20.720,181.469,0.822
20.730,181.469,0.838
20.740,181.469,0.850
20.750,181.469,0.862
20.760,178.009,0.871
20.770,178.009,0.879
20.780,174.614,0.884
20.790,174.614,0.888
20.800,174.614,0.890
20.810,174.614,0.890
20.820,178.009,0.887
20.830,178.009,0.882
20.840,178.009,0.873
20.850,181.469,0.874
20.860,181.469,0.886
20.870,181.469,0.894
20.880,181.469,0.900
20.890,181.469,0.904
20.900,181.469,0.906
20.910,181.469,0.906
20.920,181.469,0.905
20.930,181.469,0.904
20.940,181.469,0.902
20.950,181.469,0.901
20.960,181.469,0.901
20.970,181.469,0.901
20.980,181.475,0.901
20.990,184.997,0.901
21.000,184.977,0.901
21.010,181.469,0.901
21.020,181.469,0.901
21.030,181.469,0.900
21.040,181.469,0.899
21.050,181.469,0.897
21.060,181.469,0.894
21.070,181.469,0.891
21.080,181.469,0.887
21.090,181.469,0.883
21.100,178.009,0.880
21.110,178.009,0.877
21.120,178.009,0.874
21.130,178.009,0.872
21.140,181.469,0.870
21.150,181.469,0.869
21.160,181.469,0.867
21.170,181.469,0.865
21.180,181.469,0.862
21.190,181.469,0.859
21.200,182.044,0.855
21.210,184.971,0.851
21.220,184.979,0.846
21.230,181.469,0.840
21.240,184.997,0.834
21.250,181.469,0.828
21.260,181.469,0.820
21.270,181.469,0.811
21.280,181.469,0.801
21.290,181.469,0.789
21.300,181.469,0.774
21.310,178.877,0.758
21.320,181.469,0.738
21.330,178.009,0.715
21.340,178.009,0.690
21.350,181.438,0.660
21.360,181.469,0.627
21.370,178.009,0.589
21.380,174.614,0.552
21.390,174.614,0.510
21.400,171.284,0.461
21.410,171.284,0.403
21.420,171.284,0.361
21.430,171.284,0.340
21.440,168.020,0.309
21.450,168.018,0.325
21.460,329.628,0.293
21.470,336.079,0.286
21.480,336.036,0.330
21.490,361.947,0.374
21.500,342.569,0.411
21.510,356.017,0.439
21.520,354.262,0.461
21.530,356.017,0.481
21.540,336.073,0.496
21.550,356.017,0.508
21.560,349.228,0.515
21.570,349.228,0.516
21.580,349.228,0.511
21.590,349.228,0.501
21.600,349.228,0.487
21.610,174.628,0.471
21.620,181.341,0.443
21.630,181.469,0.415
21.640,181.470,0.389
21.650,181.469,0.368
21.660,173.850,0.396
21.670,171.284,0.407
21.680,178.009,0.409
21.690,178.009,0.403
21.700,171.287,0.389
21.710,171.284,0.373
21.720,174.614,0.370
21.730,174.614,0.363
21.740,174.608,0.386
21.750,171.660,0.342
21.760,181.469,0.326
21.770,90.735,0.307
21.780,90.735,0.285
21.790,90.735,0.263
21.800,311.127,0.258
21.810,90.735,0.262
21.820,90.735,0.265
21.830,90.735,0.267
21.840,164.814,0.269
21.850,164.814,0.271
21.860,164.814,0.272
21.870,164.814,0.272
21.880,164.814,0.272
21.890,164.823,0.316
21.900,164.814,0.379
21.910,164.814,0.438
21.920,164.814,0.486
21.930,164.814,0.538
21.940,168.003,0.581
21.950,168.018,0.619
21.960,168.052,0.653
21.970,168.018,0.683
21.980,168.018,0.709
21.990,171.284,0.732
22.000,171.286,0.753
22.010,174.458,0.771
22.020,171.696,0.786
22.030,174.614,0.800
22.040,174.614,0.812
22.050,175.095,0.822
22.060,178.009,0.831
22.070,178.009,0.839
22.080,178.009,0.845
22.090,178.009,0.850
22.100,174.614,0.853
22.110,174.614,0.856
22.120,174.614,0.858
22.130,174.614,0.859
22.140,174.614,0.860
22.150,174.614,0.859
22.160,174.614,0.858
22.170,174.614,0.857
22.180,174.614,0.854
22.190,174.614,0.849
22.200,174.614,0.844
22.210,174.614,0.836
22.220,178.009,0.829
22.230,178.009,0.834
22.240,178.009,0.836
22.250,178.009,0.836
22.260,178.009,0.833
22.270,178.009,0.827
22.280,181.469,0.833
22.290,181.469,0.842
22.300,181.469,0.848
22.310,181.469,0.851
22.320,181.469,0.852
22.330,181.469,0.852
22.340,181.469,0.849
22.350,181.469,0.845
22.360,181.469,0.839
22.370,181.469,0.831
22.380,181.469,0.822
22.390,181.469,0.811
22.400,178.009,0.798
22.410,178.009,0.784
22.420,178.009,0.768
22.430,181.469,0.752
22.440,181.469,0.734
22.450,181.469,0.716
22.460,181.469,0.716
22.470,144.032,0.732
22.480,144.032,0.745
22.490,144.032,0.756
22.500,144.032,0.765
22.510,146.832,0.772
22.520,141.943,0.780
22.530,144.032,0.801
22.540,141.286,0.810
22.550,138.591,0.812
22.560,135.948,0.823
22.570,133.356,0.834
22.580,130.813,0.843
22.590,129.302,0.850
22.600,128.318,0.857
22.610,128.318,0.862
22.620,125.871,0.866
22.630,128.318,0.868
22.640,128.318,0.869
22.650,128.318,0.869
22.660,130.813,0.868
22.670,133.356,0.866
22.680,133.356,0.862
22.690,133.356,0.858
22.700,133.356,0.852
22.710,130.813,0.844
22.720,130.813,0.836
22.730,128.318,0.827
22.740,125.871,0.816
22.750,123.471,0.804
22.760,123.471,0.791
22.770,121.116,0.785
22.780,118.807,0.793
22.790,118.807,0.801
22.800,118.807,0.808
22.810,116.757,0.815
22.820,116.541,0.821
22.830,116.541,0.826
22.840,116.541,0.831
22.850,116.541,0.835
22.860,116.541,0.838
22.870,116.541,0.840
22.880,114.319,0.842
22.890,114.319,0.844
22.900,114.319,0.845
22.910,114.319,0.846
22.920,116.541,0.846
22.930,116.541,0.846
22.940,116.541,0.846
22.950,116.541,0.846
22.960,116.541,0.845
22.970,116.541,0.845
22.980,118.346,0.844
22.990,116.541,0.843
23.000,116.541,0.842
23.010,116.541,0.841
23.020,116.541,0.839
23.030,116.541,0.836
23.040,116.541,0.834
23.050,116.541,0.830
23.060,116.541,0.826
23.070,116.541,0.822
23.080,116.541,0.822
23.090,116.541,0.824
23.100,116.541,0.827
23.110,118.806,0.829
23.120,118.807,0.830
23.130,118.807,0.830
23.140,118.807,0.830
23.150,118.807,0.829
23.160,118.807,0.827
23.170,118.807,0.824
23.180,118.807,0.821
23.190,118.807,0.816
23.200,118.807,0.811
23.210,118.807,0.805
23.220,118.807,0.798
23.230,118.807,0.790
23.240,118.807,0.784
23.250,121.116,0.777
23.260,121.116,0.768
