time,frequency,confidence
23.270,121.116,0.757
23.280,123.471,0.756
23.290,123.471,0.754
23.300,125.871,0.749
23.310,125.871,0.748
23.320,128.318,0.750
23.330,128.318,0.751
23.340,128.318,0.750
23.350,128.318,0.749
23.360,128.317,0.746
23.370,125.871,0.741
23.380,125.871,0.734
23.390,125.871,0.726
23.400,125.560,0.715
23.410,125.871,0.702
23.420,125.871,0.687
23.430,203.692,0.670
23.440,199.879,0.652
23.450,195.997,0.632
23.460,199.809,0.611
23.470,196.021,0.589
23.480,198.886,0.567
23.490,199.808,0.557
23.500,199.808,0.553
23.510,199.808,0.548
23.520,228.637,0.543
23.530,228.669,0.586
23.540,228.637,0.650
23.550,228.637,0.708
23.560,233.082,0.756
23.570,233.082,0.795
23.580,237.613,0.828
23.590,237.612,0.856
23.600,237.613,0.879
23.610,237.615,0.898
23.620,237.613,0.914
23.630,237.634,0.927
23.640,237.694,0.936
23.650,237.613,0.942
23.660,237.613,0.946
23.670,237.613,0.946
23.680,237.613,0.944
23.690,237.613,0.938
23.700,237.613,0.929
23.710,242.233,0.926
23.720,242.233,0.929
23.730,242.233,0.930
23.740,242.233,0.929
23.750,242.233,0.927
23.760,246.942,0.924
23.770,246.942,0.921
23.780,246.942,0.920
23.790,246.942,0.921
23.800,246.942,0.921
23.810,242.233,0.922
23.820,242.233,0.921
23.830,242.233,0.917
23.840,242.233,0.908
23.850,242.233,0.895
23.860,237.613,0.886
23.870,237.613,0.895
23.880,236.845,0.885
23.890,233.082,0.866
23.900,233.082,0.866
23.910,233.082,0.872
23.920,233.082,0.875
23.930,233.082,0.875
23.940,233.082,0.874
23.950,233.082,0.872
23.960,233.082,0.871
23.970,233.082,0.870
23.980,233.082,0.868
23.990,233.082,0.864
24.000,233.082,0.859
24.010,233.082,0.850
24.020,233.082,0.849
24.030,237.613,0.855
24.040,237.613,0.859
24.050,237.613,0.860
24.060,237.613,0.858
24.070,242.233,0.855
24.080,242.233,0.864
24.090,242.233,0.872
24.100,242.233,0.877
24.110,242.232,0.881
24.120,237.613,0.882
24.130,237.616,0.881
24.140,242.233,0.878
24.150,242.233,0.873
24.160,242.233,0.865
24.170,242.232,0.864
24.180,237.613,0.853
24.190,237.613,0.825
24.200,237.613,0.802
24.210,237.613,0.776
24.220,242.219,0.744
24.230,242.217,0.703
24.240,242.233,0.705
24.250,242.233,0.714
24.260,184.570,0.721
24.270,184.996,0.728
24.280,203.653,0.745
24.290,207.536,0.769
24.300,211.689,0.790
24.310,211.689,0.808
24.320,211.689,0.824
24.330,211.689,0.836
24.340,211.689,0.846
24.350,211.689,0.852
24.360,211.689,0.856
24.370,211.689,0.863
24.380,211.689,0.870
24.390,211.689,0.876
24.400,211.689,0.880
24.410,215.100,0.882
24.420,215.805,0.882
24.430,215.805,0.879
24.440,215.805,0.882
24.450,215.805,0.883
24.460,215.805,0.875
24.470,215.805,0.855
24.480,215.805,0.832
24.490,215.805,0.817
24.500,215.805,0.800
24.510,215.805,0.785
24.520,215.805,0.772
24.530,220.000,0.764
24.540,215.805,0.764
24.550,232.195,0.771
24.560,228.637,0.784
24.570,224.277,0.819
24.580,220.452,0.863
24.590,220.000,0.893
24.600,220.000,0.906
24.610,215.805,0.900
24.620,215.805,0.898
24.630,215.798,0.887
24.640,211.689,0.866
24.650,211.689,0.867
24.660,211.689,0.860
24.670,211.689,0.860
24.680,211.689,0.859
24.690,211.689,0.857
24.700,211.689,0.854
24.710,215.805,0.853
24.720,215.805,0.857
24.730,215.805,0.862
24.740,215.805,0.866
24.750,215.805,0.869
24.760,215.805,0.873
24.770,215.805,0.875
24.780,215.805,0.877
24.790,215.805,0.882
24.800,215.805,0.886
24.810,215.805,0.885
24.820,215.805,0.880
24.830,215.805,0.880
24.840,215.805,0.880
24.850,215.805,0.880
24.860,215.805,0.880
24.870,215.805,0.881
24.880,215.805,0.882
24.890,215.805,0.883
24.900,215.805,0.885
24.910,215.805,0.887
24.920,215.805,0.889
24.930,215.805,0.890
24.940,215.805,0.891
24.950,215.805,0.892
24.960,215.805,0.891
24.970,215.805,0.888
24.980,215.805,0.881
24.990,215.805,0.876
25.000,215.805,0.880
25.010,217.364,0.881
25.020,220.000,0.881
25.030,220.000,0.877
25.040,220.000,0.871
25.050,220.000,0.862
25.060,220.000,0.851
25.070,215.805,0.836
25.080,215.805,0.819
25.090,211.689,0.805
25.100,207.753,0.790
25.110,207.652,0.768
25.120,207.652,0.742
25.130,207.652,0.730
25.140,211.683,0.715
25.150,219.902,0.704
25.160,220.000,0.699
25.170,220.000,0.692
25.180,220.008,0.684
25.190,220.059,0.675
25.200,216.952,0.666
25.210,228.637,0.661
25.220,215.809,0.658
25.230,215.805,0.649
25.240,215.805,0.636
25.250,215.806,0.618
25.260,222.164,0.595
25.270,224.280,0.596
25.280,220.002,0.596
25.290,220.162,0.596
25.300,224.277,0.595
25.310,92.499,0.595
25.320,46.249,0.595
25.330,46.249,0.593
25.340,46.249,0.591
25.350,45.367,0.588
25.360,44.865,0.584
25.370,45.367,0.579
25.380,45.311,0.574
25.390,44.519,0.568
25.400,44.502,0.561
25.410,45.367,0.553
25.420,431.609,0.544
25.430,440.000,0.534
25.440,440.000,0.523
25.450,435.677,0.512
25.460,440.000,0.499
25.470,440.000,0.502
25.480,440.000,0.507
25.490,440.000,0.502
25.500,440.000,0.493
25.510,440.019,0.484
25.520,448.554,0.479
25.530,448.393,0.474
25.540,440.108,0.464
25.550,440.000,0.452
25.560,440.000,0.440
25.570,440.000,0.428
25.580,448.345,0.418
25.590,448.554,0.416
25.600,146.832,0.414
25.610,146.832,0.413
25.620,146.832,0.411
25.630,146.832,0.410
25.640,146.832,0.409
25.650,144.032,0.408
25.660,135.948,0.407
25.670,138.591,0.406
25.680,135.948,0.405
25.690,136.157,0.404
25.700,133.377,0.404
25.710,44.502,0.404
25.720,215.805,0.404
25.730,242.233,0.407
25.740,233.082,0.492
25.750,233.542,0.569
25.760,237.613,0.627
25.770,237.613,0.679
25.780,237.613,0.722
25.790,242.233,0.761
25.800,242.134,0.795
25.810,242.233,0.824
25.820,246.942,0.847
25.830,251.727,0.866
25.840,251.742,0.890
25.850,251.742,0.915
25.860,256.636,0.932
25.870,256.636,0.951
25.880,251.742,0.971
25.890,251.742,0.989
25.900,251.742,1.000
25.910,251.742,1.000
25.920,251.742,0.988
25.930,251.742,0.964
25.940,251.742,0.927
25.950,251.742,0.875
25.960,251.742,0.814
25.970,251.742,0.785
25.980,251.742,0.757
25.990,251.765,0.734
26.000,251.742,0.726
26.010,251.742,0.736
26.020,246.942,0.755
26.030,251.493,0.780
26.040,246.942,0.840
26.050,246.942,0.900
26.060,246.942,0.935
26.070,242.233,0.950
26.080,242.233,0.948
26.090,242.233,0.952
26.100,242.233,0.948
26.110,242.233,0.936
26.120,242.233,0.919
26.130,242.233,0.901
26.140,242.233,0.888
26.150,242.233,0.883
26.160,242.233,0.877
26.170,242.233,0.870
26.180,242.233,0.862
26.190,242.233,0.851
26.200,237.613,0.838
26.210,237.613,0.839
26.220,233.082,0.859
26.230,228.679,0.874
26.240,224.277,0.885
26.250,220.000,0.901
26.260,219.986,0.915
26.270,215.805,0.926
26.280,215.805,0.934
26.290,215.804,0.939
26.300,211.689,0.942
26.310,215.805,0.942
26.320,215.805,0.940
26.330,215.805,0.936
26.340,211.689,0.932
26.350,211.689,0.930
26.360,215.780,0.924
26.370,215.805,0.917
26.380,215.805,0.906
26.390,215.805,0.894
26.400,215.805,0.879
26.410,215.805,0.862
26.420,215.805,0.843
26.430,215.805,0.823
26.440,215.828,0.803
26.450,242.233,0.784
26.460,237.634,0.773
26.470,237.613,0.780
26.480,224.278,0.788
26.490,220.000,0.799
26.500,220.000,0.838
26.510,220.000,0.860
26.520,220.000,0.865
26.530,220.000,0.860
26.540,215.805,0.855
26.550,211.689,0.834
26.560,211.689,0.829
26.570,207.652,0.815
26.580,203.722,0.808
26.590,203.649,0.804
26.600,195.998,0.795
26.610,195.998,0.794
26.620,199.808,0.804
26.630,152.597,0.812
26.640,149.724,0.824
26.650,149.687,0.834
26.660,146.832,0.843
26.670,146.832,0.850
26.680,144.032,0.856
26.690,144.032,0.860
26.700,144.025,0.862
26.710,141.286,0.864
26.720,141.286,0.863
26.730,141.286,0.862
26.740,141.286,0.859
26.750,141.290,0.855
26.760,144.032,0.851
26.770,144.032,0.848
26.780,144.032,0.846
26.790,144.032,0.838
26.800,144.032,0.827
26.810,144.032,0.817
26.820,144.032,0.805
26.830,144.032,0.792
26.840,144.032,0.777
26.850,144.457,0.761
26.860,144.035,0.743
26.870,145.520,0.723
26.880,146.832,0.704
26.890,174.614,0.729
26.900,178.009,0.751
26.910,181.469,0.771
26.920,181.469,0.789
26.930,181.469,0.805
26.940,181.469,0.818
26.950,181.469,0.830
26.960,178.009,0.840
26.970,178.009,0.848
26.980,178.009,0.853
26.990,178.009,0.857
27.000,178.009,0.859
27.010,178.009,0.858
27.020,181.466,0.856
27.030,178.009,0.852
27.040,181.469,0.847
27.050,181.469,0.839
27.060,181.469,0.831
27.070,178.009,0.823
27.080,178.009,0.811
27.090,178.009,0.796
27.100,178.009,0.776
27.110,175.483,0.755
27.120,178.009,0.735
27.130,220.002,0.712
27.140,224.267,0.736
27.150,220.000,0.765
27.160,224.277,0.827
27.170,224.277,0.882
27.180,224.277,0.921
27.190,224.277,0.944
27.200,224.277,0.953
27.210,224.277,0.960
27.220,220.000,0.968
27.230,220.000,0.970
27.240,220.000,0.967
27.250,220.000,0.959
27.260,220.000,0.943
27.270,215.805,0.946
27.280,215.805,0.950
27.290,215.805,0.949
27.300,215.805,0.944
27.310,215.805,0.934
27.320,215.805,0.915
27.330,220.000,0.923
27.340,220.000,0.927
27.350,220.000,0.921
27.360,224.277,0.928
27.370,224.277,0.936
27.380,224.277,0.937
27.390,224.277,0.934
27.400,220.000,0.925
27.410,220.000,0.937
27.420,220.000,0.943
27.430,220.000,0.942
27.440,220.000,0.935
27.450,219.275,0.924
27.460,215.805,0.923
27.470,215.805,0.925
27.480,215.805,0.927
27.490,215.805,0.926
27.500,215.805,0.925
27.510,219.997,0.920
27.520,220.000,0.927
27.530,220.000,0.933
27.540,220.000,0.936
27.550,220.000,0.936
27.560,220.000,0.934
27.570,220.000,0.930
27.580,220.000,0.924
27.590,220.000,0.918
27.600,220.000,0.912
27.610,220.000,0.906
27.620,220.000,0.900
27.630,220.000,0.895
27.640,220.000,0.891
27.650,220.000,0.885
27.660,220.000,0.876
27.670,220.000,0.862
27.680,220.000,0.840
27.690,220.000,0.817
27.700,220.000,0.809
27.710,220.000,0.799
27.720,220.000,0.787
27.730,220.000,0.774
27.740,220.000,0.777
27.750,220.000,0.803
27.760,216.571,0.822
27.770,215.805,0.842
27.780,215.805,0.861
27.790,215.805,0.870
27.800,215.805,0.865
27.810,216.534,0.863
27.820,220.000,0.850
27.830,220.001,0.835
27.840,224.277,0.836
27.850,224.277,0.820
27.860,224.454,0.810
27.870,220.001,0.805
27.880,220.000,0.801
27.890,220.150,0.807
27.900,220.094,0.815
27.910,222.565,0.821
27.920,224.277,0.823
27.930,220.000,0.823
27.940,220.000,0.823
27.950,215.805,0.820
27.960,215.805,0.811
27.970,215.805,0.798
27.980,215.805,0.787
27.990,215.805,0.773
28.000,217.648,0.757
28.010,220.000,0.736
28.020,215.805,0.739
28.030,215.805,0.756
28.040,219.928,0.763
28.050,220.000,0.762
28.060,220.000,0.755
28.070,220.000,0.743
28.080,220.000,0.724
28.090,220.000,0.707
28.100,218.967,0.712
28.110,220.000,0.712
28.120,220.000,0.704
28.130,220.000,0.687
28.140,220.000,0.663
28.150,220.000,0.663
28.160,220.000,0.662
28.170,220.000,0.660
28.180,220.000,0.658
28.190,220.000,0.653
28.200,219.999,0.647
28.210,215.805,0.639
28.220,216.318,0.627
28.230,220.000,0.631
28.240,220.000,0.671
28.250,220.000,0.696
28.260,220.000,0.709
28.270,220.000,0.713
28.280,220.000,0.708
28.290,220.000,0.690
28.300,220.000,0.656
28.310,221.752,0.639
28.320,220.000,0.625
28.330,219.419,0.617
28.340,220.000,0.610
28.350,220.000,0.623
28.360,220.000,0.639
28.370,220.000,0.642
28.380,220.000,0.640
28.390,220.000,0.637
28.400,220.000,0.626
28.410,220.000,0.607
28.420,220.000,0.576
28.430,220.000,0.566
28.440,220.000,0.564
28.450,220.000,0.561
28.460,220.000,0.557
28.470,220.000,0.552
28.480,220.000,0.545
28.490,220.000,0.538
28.500,220.000,0.529
28.510,215.805,0.521
28.520,215.805,0.514
28.530,215.805,0.508
28.540,215.805,0.505
28.550,219.995,0.504
28.560,215.805,0.506
28.570,220.000,0.509
28.580,220.000,0.514
28.590,220.000,0.519
28.600,220.000,0.523
28.610,220.000,0.527
28.620,220.000,0.529
28.630,220.000,0.529
28.640,220.000,0.527
28.650,220.000,0.537
28.660,220.000,0.551
28.670,220.000,0.567
28.680,220.000,0.580
28.690,220.000,0.592
28.700,220.000,0.601
28.710,220.000,0.606
28.720,215.805,0.608
28.730,211.695,0.606
28.740,215.805,0.601
28.750,207.711,0.599
28.760,207.958,0.596
28.770,215.805,0.588
28.780,215.804,0.575
28.790,211.689,0.557
28.800,211.258,0.534
28.810,206.448,0.508
28.820,224.277,0.475
28.830,188.594,0.436
28.840,224.277,0.391
28.850,220.000,0.400
28.860,220.000,0.399
28.870,224.277,0.367
28.880,220.000,0.359
28.890,220.004,0.354
28.900,220.000,0.347
28.910,215.805,0.340
28.920,215.804,0.332
28.930,219.595,0.322
28.940,220.000,0.312
28.950,220.000,0.300
28.960,220.000,0.289
28.970,221.944,0.284
28.980,220.000,0.284
28.990,220.000,0.336
29.000,220.000,0.356
29.010,215.793,0.322
29.020,220.000,0.282
29.030,53.951,0.282
29.040,215.805,0.281
29.050,220.000,0.281
29.060,53.951,0.281
29.070,215.809,0.281
29.080,215.805,0.280
29.090,219.998,0.280
29.100,220.000,0.280
29.110,215.805,0.280
29.120,220.000,0.279
29.130,215.836,0.279
29.140,215.805,0.279
29.150,215.805,0.279
29.160,218.100,0.279
29.170,211.689,0.279
29.180,215.799,0.279
29.190,220.000,0.278
29.200,219.996,0.278
29.210,216.019,0.278
29.220,215.805,0.278
29.230,219.591,0.280
29.240,215.805,0.297
29.250,220.024,0.302
29.260,220.000,0.297
29.270,220.112,0.284
29.280,219.956,0.275
29.290,220.001,0.275
29.300,237.613,0.274
29.310,233.082,0.273
29.320,237.703,0.272
29.330,237.613,0.271
29.340,224.277,0.270
29.350,228.637,0.269
29.360,220.000,0.267
29.370,141.286,0.265
29.380,138.591,0.264
29.390,141.286,0.262
29.400,138.820,0.261
29.410,48.999,0.259
29.420,49.005,0.258
29.430,49.952,0.256
29.440,50.922,0.255
29.450,50.923,0.253
29.460,50.923,0.252
29.470,237.613,0.250
29.480,237.613,0.249
29.490,247.237,0.247
29.500,246.941,0.245
29.510,237.613,0.244
29.520,233.082,0.242
29.530,224.278,0.241
29.540,228.836,0.239
29.550,233.082,0.238
29.560,94.114,0.238
29.570,277.183,0.237
29.580,207.652,0.237
29.590,203.692,0.237
29.600,211.689,0.247
29.610,211.689,0.280
29.620,207.653,0.298
29.630,207.652,0.301
29.640,423.379,0.290
29.650,207.655,0.264
29.660,207.652,0.235
29.670,100.046,0.235
29.680,100.426,0.235
29.690,49.002,0.236
29.700,49.952,0.237
29.710,49.952,0.238
29.720,49.952,0.239
29.730,49.952,0.240
29.740,271.897,0.243
29.750,90.735,0.247
29.760,271.897,0.251
29.770,271.897,0.255
29.780,90.735,0.259
29.790,277.183,0.262
29.800,50.923,0.266
29.810,49.952,0.269
29.820,49.952,0.272
29.830,49.952,0.275
29.840,49.958,0.278
29.850,49.953,0.280
29.860,56.069,0.282
29.870,57.158,0.284
29.880,55.192,0.286
29.890,57.159,0.288
29.900,56.207,0.289
29.910,56.069,0.290
29.920,56.061,0.291
29.930,55.000,0.297
29.940,56.068,0.307
29.950,56.069,0.314
29.960,112.138,0.317
29.970,56.069,0.316
29.980,56.069,0.312
29.990,224.277,0.309
30.000,233.082,0.306
30.010,110.000,0.299
30.020,110.000,0.293
30.030,110.000,0.292
30.040,110.000,0.291
30.050,112.138,0.289
30.060,110.000,0.288
30.070,112.136,0.286
30.080,114.318,0.284
30.090,116.536,0.282
30.100,58.269,0.279
30.110,114.319,0.277
30.120,57.159,0.274
30.130,112.138,0.271
30.140,56.069,0.268
30.150,55.000,0.264
30.160,55.000,0.261
30.170,54.922,0.257
30.180,55.000,0.252
30.190,54.984,0.248
30.200,55.000,0.243
30.210,256.636,0.238
30.220,256.636,0.233
30.230,251.742,0.227
30.240,251.735,0.223
30.250,251.742,0.222
30.260,251.742,0.220
30.270,253.087,0.218
30.280,251.784,0.216
30.290,248.082,0.214
30.300,242.233,0.212
30.310,249.070,0.210
30.320,60.558,0.209
30.330,60.173,0.208
30.340,266.708,0.206
30.350,116.541,0.204
30.360,125.871,0.201
30.370,251.742,0.197
30.380,251.742,0.193
30.390,123.480,0.191
30.400,123.471,0.189
30.410,123.444,0.186
30.420,121.116,0.184
30.430,110.005,0.182
30.440,112.138,0.180
30.450,112.138,0.178
30.460,110.393,0.176
30.470,55.000,0.174
30.480,55.000,0.173
30.490,55.000,0.172
30.500,110.000,0.171
30.510,55.000,0.169
30.520,110.000,0.168
30.530,112.138,0.170
30.540,112.138,0.176
30.550,112.138,0.182
30.560,56.069,0.187
30.570,55.302,0.192
30.580,59.403,0.196
30.590,55.000,0.201
30.600,55.000,0.204
30.610,96.085,0.208
30.620,277.183,0.211
30.630,58.270,0.213
30.640,107.902,0.216
30.650,110.002,0.218
30.660,112.138,0.220
30.670,112.138,0.222
30.680,49.952,0.223
30.690,49.955,0.224
30.700,54.999,0.225
30.710,50.923,0.226
30.720,50.923,0.227
30.730,118.807,0.227
30.740,164.881,0.227
30.750,164.814,0.227
30.760,56.069,0.226
30.770,56.069,0.226
30.780,56.069,0.224
30.790,56.069,0.223
30.800,56.069,0.222
30.810,56.069,0.220
30.820,56.069,0.218
30.830,56.060,0.215
30.840,55.000,0.213
30.850,58.270,0.210
30.860,58.270,0.207
30.870,58.270,0.203
30.880,53.950,0.199
30.890,53.951,0.198
30.900,53.951,0.203
30.910,246.942,0.207
30.920,53.951,0.211
30.930,242.233,0.215
30.940,242.233,0.219
30.950,237.617,0.222
30.960,237.613,0.226
30.970,242.233,0.229
30.980,248.644,0.249
30.990,246.942,0.273
31.000,239.415,0.292
31.010,228.637,0.305
31.020,228.637,0.318
31.030,228.637,0.391
31.040,228.637,0.430
31.050,228.637,0.441
31.060,228.637,0.425
31.070,224.277,0.384
31.080,228.618,0.324
31.090,224.277,0.260
31.100,224.277,0.262
31.110,224.277,0.263
31.120,224.278,0.265
31.130,224.277,0.266
31.140,55.000,0.268
31.150,55.000,0.269
31.160,48.999,0.270
31.170,49.952,0.271
31.180,242.233,0.272
31.190,242.350,0.273
31.200,242.233,0.274
31.210,242.233,0.274
31.220,242.233,0.275
31.230,246.941,0.275
31.240,246.942,0.276
31.250,48.999,0.276
31.260,48.065,0.276
31.270,48.065,0.276
31.280,48.065,0.276
31.290,271.897,0.276
31.300,266.713,0.276
31.310,251.742,0.275
31.320,251.742,0.275
31.330,256.636,0.274
31.340,256.636,0.274
31.350,246.942,0.274
31.360,252.191,0.274
31.370,252.485,0.274
31.380,266.717,0.273
31.390,266.712,0.273
31.400,277.182,0.272
31.410,123.471,0.271
31.420,271.897,0.270
31.430,199.808,0.269
31.440,277.183,0.268
31.450,92.499,0.266
31.460,92.499,0.265
31.470,90.735,0.264
31.480,90.777,0.262
31.490,92.499,0.261
31.500,92.499,0.259
31.510,92.499,0.258
31.520,92.499,0.257
31.530,92.499,0.255
31.540,92.499,0.254
31.550,92.499,0.253
31.560,92.499,0.252
31.570,92.499,0.251
31.580,38.150,0.250
31.590,38.149,0.250
31.600,38.149,0.249
31.610,38.149,0.248
31.620,38.149,0.248
31.630,38.149,0.247
31.640,38.149,0.247
31.650,37.429,0.247
31.660,37.422,0.246
31.670,37.422,0.246
31.680,37.422,0.246
31.690,96.130,0.246
31.700,94.306,0.246
31.710,94.297,0.246
31.720,110.000,0.247
31.730,110.000,0.247
31.740,56.069,0.247
31.750,56.685,0.247
31.760,58.270,0.248
31.770,277.183,0.248
31.780,272.687,0.248
31.790,59.403,0.249
31.800,59.403,0.249
31.810,277.183,0.249
31.820,89.668,0.250
31.830,90.735,0.250
31.840,92.499,0.250
31.850,92.499,0.250
31.860,92.499,0.250
31.870,92.499,0.250
31.880,277.183,0.250
31.890,92.499,0.249
31.900,92.499,0.249
31.910,92.499,0.248
31.920,92.499,0.248
31.930,92.499,0.247
31.940,92.499,0.246
31.950,277.183,0.245
31.960,277.183,0.305
31.970,415.305,0.390
31.980,415.305,0.446
31.990,407.388,0.462
32.000,407.385,0.445
32.010,399.616,0.412
32.020,391.995,0.363
32.030,391.995,0.344
32.040,399.592,0.334
32.050,391.754,0.307
32.060,384.520,0.307
32.070,384.520,0.298
32.080,712.102,0.264
32.090,377.187,0.252
32.100,53.951,0.217
32.110,92.499,0.197
32.120,92.499,0.193
32.130,92.499,0.196
32.140,92.499,0.198
32.150,92.499,0.199
32.160,92.499,0.201
32.170,92.498,0.201
32.180,94.297,0.202
32.190,94.297,0.202
