time,frequency,confidence
23.200,118.807,0.811
23.220,118.807,0.798
23.240,118.807,0.784
23.260,121.116,0.768
23.280,123.471,0.756
23.300,125.871,0.749
23.320,128.318,0.750
23.340,128.318,0.750
23.360,128.317,0.746
23.380,125.871,0.734
23.400,125.560,0.715
23.420,125.871,0.687
23.440,199.879,0.652
23.460,199.809,0.611
23.480,198.886,0.567
23.500,199.808,0.553
23.520,228.637,0.543
23.540,228.637,0.650
23.560,233.082,0.756
23.580,237.613,0.828
23.600,237.613,0.879
23.620,237.613,0.914
23.640,237.694,0.936
23.660,237.613,0.946
23.680,237.613,0.944
23.700,237.613,0.929
23.720,242.233,0.929
23.740,242.233,0.929
23.760,246.942,0.924
23.780,246.942,0.920
23.800,246.942,0.921
23.820,242.233,0.921
23.840,242.233,0.908
23.860,237.613,0.886
23.880,236.844,0.885
23.900,233.082,0.866
23.920,233.082,0.875
23.940,233.082,0.874
23.960,233.082,0.871
23.980,233.082,0.868
24.000,233.082,0.859
24.020,233.082,0.849
24.040,237.613,0.859
24.060,237.613,0.858
24.080,242.233,0.864
24.100,242.233,0.877
24.120,237.613,0.882
24.140,242.233,0.878
24.160,242.233,0.865
24.180,237.613,0.853
24.200,237.613,0.802
24.220,242.219,0.744
24.240,242.233,0.705
24.260,184.570,0.721
24.280,203.653,0.745
24.300,211.689,0.790
24.320,211.689,0.824
24.340,211.689,0.846
24.360,211.689,0.856
24.380,211.689,0.870
24.400,211.689,0.880
24.420,215.805,0.882
24.440,215.805,0.882
24.460,215.805,0.875
24.480,215.805,0.832
24.500,215.805,0.800
24.520,215.805,0.772
24.540,215.805,0.764
24.560,228.637,0.784
24.580,220.452,0.863
24.600,220.000,0.906
24.620,215.805,0.898
24.640,211.689,0.866
24.660,211.689,0.860
24.680,211.689,0.859
24.700,211.689,0.854
24.720,215.805,0.857
24.740,215.805,0.866
24.760,215.805,0.873
24.780,215.805,0.877
24.800,215.805,0.886
24.820,215.805,0.880
24.840,215.805,0.880
24.860,215.805,0.880
24.880,215.805,0.882
24.900,215.805,0.885
24.920,215.805,0.889
24.940,215.805,0.891
24.960,215.805,0.891
24.980,215.805,0.881
25.000,215.805,0.880
25.020,220.000,0.881
25.040,220.000,0.871
25.060,220.000,0.851
25.080,215.805,0.819
25.100,207.753,0.790
25.120,207.652,0.742
25.140,211.683,0.715
25.160,220.000,0.699
25.180,220.008,0.684
25.200,216.952,0.666
25.220,215.809,0.658
25.240,215.805,0.636
25.260,222.164,0.595
25.280,220.002,0.596
25.300,224.277,0.595
25.320,46.249,0.595
25.340,46.249,0.591
25.360,44.865,0.584
25.380,45.311,0.574
25.400,44.502,0.561
25.420,431.609,0.544
25.440,440.000,0.523
25.460,440.000,0.499
25.480,440.000,0.507
25.500,440.000,0.493
25.520,448.554,0.479
25.540,440.108,0.464
25.560,440.000,0.440
25.580,448.345,0.418
25.600,146.832,0.414
25.620,146.832,0.411
25.640,146.832,0.409
25.660,135.948,0.407
25.680,135.948,0.405
25.700,133.377,0.404
25.720,215.805,0.404
25.740,233.082,0.492
25.760,237.613,0.627
25.780,237.613,0.722
25.800,242.134,0.795
25.820,246.942,0.847
25.840,251.742,0.890
25.860,256.636,0.932
25.880,251.742,0.971
25.900,251.742,1.000
25.920,251.742,0.988
25.940,251.742,0.927
25.960,251.742,0.814
25.980,251.742,0.757
26.000,251.742,0.726
26.020,246.942,0.755
26.040,246.942,0.840
26.060,246.942,0.935
26.080,242.233,0.948
26.100,242.233,0.948
26.120,242.233,0.919
26.140,242.233,0.888
26.160,242.233,0.877
26.180,242.233,0.862
26.200,237.613,0.838
26.220,233.082,0.859
26.240,224.277,0.885
26.260,219.986,0.915
26.280,215.805,0.934
26.300,211.689,0.942
26.320,215.805,0.940
26.340,211.689,0.932
26.360,215.780,0.924
26.380,215.805,0.906
26.400,215.805,0.879
26.420,215.805,0.843
26.440,215.828,0.803
26.460,237.634,0.773
26.480,224.278,0.788
26.500,220.000,0.838
26.520,220.000,0.865
26.540,215.805,0.855
26.560,211.689,0.829
26.580,203.722,0.808
26.600,195.998,0.795
26.620,199.808,0.804
26.640,149.724,0.824
26.660,146.832,0.843
26.680,144.032,0.856
26.700,144.025,0.862
26.720,141.286,0.863
26.740,141.286,0.859
26.760,144.032,0.851
26.780,144.032,0.846
26.800,144.032,0.827
26.820,144.032,0.805
26.840,144.032,0.777
26.860,144.035,0.743
26.880,146.832,0.704
26.900,178.009,0.751
26.920,181.469,0.789
26.940,181.469,0.818
26.960,178.009,0.840
26.980,178.009,0.853
27.000,178.009,0.859
27.020,181.466,0.856
27.040,181.469,0.847
27.060,181.469,0.831
27.080,178.009,0.811
27.100,178.009,0.776
27.120,178.009,0.735
27.140,224.267,0.736
27.160,224.277,0.827
27.180,224.277,0.921
27.200,224.277,0.953
27.220,220.000,0.968
27.240,220.000,0.967
27.260,220.000,0.943
27.280,215.805,0.950
27.300,215.805,0.944
27.320,215.805,0.915
27.340,220.000,0.927
27.360,224.277,0.928
27.380,224.277,0.937
27.400,220.000,0.925
27.420,220.000,0.943
27.440,220.000,0.935
27.460,215.805,0.923
27.480,215.805,0.927
27.500,215.805,0.925
27.520,220.000,0.927
27.540,220.000,0.936
27.560,220.000,0.934
27.580,220.000,0.924
27.600,220.000,0.912
27.620,220.000,0.900
27.640,220.000,0.891
27.660,220.000,0.876
27.680,220.000,0.840
27.700,220.000,0.809
27.720,220.000,0.787
27.740,220.000,0.777
27.760,216.572,0.822
27.780,215.805,0.861
27.800,215.805,0.865
27.820,220.000,0.850
27.840,224.277,0.836
27.860,224.454,0.810
27.880,220.000,0.801
27.900,220.094,0.815
27.920,224.277,0.823
27.940,220.000,0.823
27.960,215.805,0.811
27.980,215.805,0.787
28.000,217.648,0.757
28.020,215.805,0.739
28.040,219.928,0.763
28.060,220.000,0.755
28.080,220.000,0.724
28.100,218.967,0.712
28.120,220.000,0.704
28.140,220.000,0.663
28.160,220.000,0.662
28.180,220.000,0.658
28.200,219.999,0.647
28.220,216.318,0.627
28.240,220.000,0.671
28.260,220.000,0.709
28.280,220.000,0.708
28.300,220.000,0.656
28.320,220.000,0.625
28.340,220.000,0.610
28.360,220.000,0.639
28.380,220.000,0.640
28.400,220.000,0.626
28.420,220.000,0.576
28.440,220.000,0.564
28.460,220.000,0.557
28.480,220.000,0.545
28.500,220.000,0.529
28.520,215.805,0.514
28.540,215.805,0.505
28.560,215.805,0.506
28.580,220.000,0.514
28.600,220.000,0.523
28.620,220.000,0.529
28.640,220.000,0.527
28.660,220.000,0.551
28.680,220.000,0.580
28.700,220.000,0.601
28.720,215.805,0.608
28.740,215.805,0.601
28.760,207.958,0.596
28.780,215.804,0.575
28.800,211.258,0.534
28.820,224.277,0.475
28.840,224.277,0.391
28.860,220.000,0.399
28.880,220.000,0.359
28.900,220.000,0.347
28.920,215.804,0.332
28.940,220.000,0.312
28.960,220.000,0.289
28.980,220.000,0.284
29.000,220.000,0.356
29.020,220.000,0.282
29.040,215.805,0.281
29.060,53.951,0.281
29.080,215.805,0.280
29.100,220.000,0.280
29.120,220.000,0.279
29.140,215.805,0.279
29.160,218.100,0.279
29.180,215.799,0.279
29.200,219.996,0.278
29.220,215.805,0.278
29.240,215.805,0.297
29.260,220.000,0.297
29.280,219.956,0.275
29.300,237.613,0.274
29.320,237.703,0.272
29.340,224.277,0.270
29.360,220.000,0.267
29.380,138.591,0.264
29.400,138.820,0.261
29.420,49.005,0.258
29.440,50.922,0.255
29.460,50.923,0.252
29.480,237.613,0.249
29.500,246.941,0.245
29.520,233.082,0.242
29.540,228.836,0.239
29.560,94.114,0.238
29.580,207.652,0.237
29.600,211.689,0.247
29.620,207.653,0.298
29.640,423.379,0.290
29.660,207.652,0.235
29.680,100.426,0.235
29.700,49.952,0.237
29.720,49.952,0.239
29.740,271.897,0.243
29.760,271.897,0.251
29.780,90.735,0.259
29.800,50.923,0.266
29.820,49.952,0.272
29.840,49.958,0.278
29.860,56.069,0.282
29.880,55.192,0.286
29.900,56.207,0.289
29.920,56.061,0.291
29.940,56.068,0.307
29.960,112.138,0.317
29.980,56.069,0.312
30.000,233.082,0.306
30.020,110.000,0.293
30.040,110.000,0.291
30.060,110.000,0.288
30.080,114.318,0.284
30.100,58.269,0.279
30.120,57.159,0.274
30.140,56.069,0.268
30.160,55.000,0.261
30.180,55.000,0.252
30.200,55.000,0.243
30.220,256.636,0.233
30.240,251.735,0.223
30.260,251.742,0.220
30.280,251.784,0.216
30.300,242.233,0.212
30.320,60.558,0.209
30.340,266.708,0.206
30.360,125.871,0.201
30.380,251.742,0.193
30.400,123.471,0.189
30.420,121.116,0.184
30.440,112.138,0.180
30.460,110.393,0.176
30.480,55.000,0.173
30.500,110.000,0.171
30.520,110.000,0.168
30.540,112.138,0.176
30.560,56.069,0.187
30.580,59.403,0.196
30.600,55.000,0.204
30.620,277.183,0.211
30.640,107.902,0.216
30.660,112.138,0.220
30.680,49.952,0.223
30.700,54.999,0.225
30.720,50.923,0.227
30.740,164.881,0.227
30.760,56.069,0.226
30.780,56.069,0.224
30.800,56.069,0.222
30.820,56.069,0.218
30.840,55.000,0.213
30.860,58.270,0.207
30.880,53.950,0.199
30.900,53.951,0.203
30.920,53.951,0.211
30.940,242.233,0.219
30.960,237.613,0.226
30.980,248.644,0.249
31.000,239.415,0.292
31.020,228.637,0.318
31.040,228.637,0.430
31.060,228.637,0.425
31.080,228.618,0.324
31.100,224.277,0.262
31.120,224.278,0.265
31.140,55.000,0.268
31.160,48.999,0.270
31.180,242.233,0.272
31.200,242.233,0.274
31.220,242.233,0.275
31.240,246.942,0.276
31.260,48.065,0.276
31.280,48.065,0.276
31.300,266.713,0.276
31.320,251.742,0.275
31.340,256.636,0.274
31.360,252.191,0.274
31.380,266.717,0.273
31.400,277.182,0.272
31.420,271.897,0.270
31.440,277.183,0.268
31.460,92.499,0.265
31.480,90.777,0.262
31.500,92.499,0.259
31.520,92.499,0.257
31.540,92.499,0.254
31.560,92.499,0.252
31.580,38.150,0.250
31.600,38.149,0.249
31.620,38.149,0.248
31.640,38.149,0.247
31.660,37.422,0.246
31.680,37.422,0.246
31.700,94.306,0.246
31.720,110.000,0.247
31.740,56.069,0.247
31.760,58.270,0.248
31.780,272.687,0.248
31.800,59.403,0.249
31.820,89.668,0.250
31.840,92.499,0.250
31.860,92.499,0.250
31.880,277.183,0.250
31.900,92.499,0.249
31.920,92.499,0.248
31.940,92.499,0.246
31.960,277.183,0.305
31.980,415.305,0.446
32.000,407.385,0.445
32.020,391.995,0.363
32.040,399.592,0.334
32.060,384.520,0.307
32.080,712.102,0.264
32.100,53.951,0.217
32.120,92.499,0.193
32.140,92.499,0.198
32.160,92.499,0.201
32.180,94.297,0.202
